titre,resume,auteurs,date_publication,journal,mots_cles,maladie,source,lien,type_contenu,date_scraping
Birth Defects,"What are birth defects? A birth defect is a problem that happens while a baby is developing in the mother's body. Most birth defects happen during the first 3 months of pregnancy. One out of every 33 babies in the United States is born with a birth defect. A birth defect may affect how the body looks, works, or both. Some birth defects like cleft lip or neural tube defects are structural problems that can be easy to see. Others, like heart disease, are found using special tests. Birth defects can range from mild to severe. How a birth defect affects a child's life depends mostly on which organ or body part is involved and how severe the defect is. What causes birth defects? For some birth defects, researchers know the cause. But for many birth defects, the exact cause is unknown. Researchers think that most birth defects are caused by a complex mix of factors, which can include: Genetics. One or more genes might have a change or mutation that prevents them from working properly. For example, this happens in Fragile X syndrome. With some defects, a gene or part of the gene might be missing. Chromosomal problems. In some cases, a chromosome or part of a chromosome might be missing. This is what happens in Turner syndrome. In other cases, such as with Down syndrome, the child has an extra chromosome. Exposures to medicines, chemicals, or other toxic substances. For example, alcohol misuse can cause fetal alcohol spectrum disorders. Infections during pregnancy. For example, infection with Zika virus during pregnancy can cause a serious defect in the brain. Lack of certain nutrients. Not getting enough folic acid before and during pregnancy is a key factor in causing neural tube defects. Who is at risk of having a baby with birth defects? Certain factors may increase the chances of having a baby with a birth defect, such as: Smoking, drinking alcohol, or taking certain ""street"" drugs during pregnancy Having certain medical conditions, such as obesity or uncontrolled diabetes , before and during pregnancy Taking certain medicines Having someone in your family with a birth defect. To learn more about your risk of having a baby with a birth defect, you can talk with a genetic counselor, Being an older mother, typically over the age of 34 years How are birth defects diagnosed? Health care providers can diagnose some birth defects during pregnancy, using prenatal testing. That's why it important to get regular prenatal care. Other birth defects may not be found until after the baby is born. Providers may find them through newborn screening. Some defects, such as club foot, are obvious right away. Other times, the health care provider may not discover a defect until later in life, when the child has symptoms. What are the treatments for birth defects? Children with birth defects often need special care and treatments. Because the symptoms and problems caused by birth defects vary, the treatments also vary. Possible treatments may include surgery, medici",MedlinePlus Editorial Team,2026-06-01,MedlinePlus,Congenital Abnormalities | diabetes | MedlinePlus,diabetes,MedlinePlus,https://medlineplus.gov/birthdefects.html,treatment,2026-06-01 18:55:38.508
The Effect of Paricalcitol Capsules on Reducing Albuminuria in Patients With Type 2 Diabetic Nephropathy Being Treated With Renin-angiotensin System Inhibitors,The study objective was to evaluate the safety of paricalcitol capsules and the efficacy of paricalcitol capsules for albuminuria reduction in patients with Chronic Kidney Disease (CKD) who have Type 2 diabetic nephropathy and are receiving optimal angiotensin converting enzyme (ACE) inhibitor and/or angiotensin II receptor blocker (ARB) therapy.,Abbott,2006-12,Abbott,Diabetic Nephropathy | Chronic Kidney Disease | diabetes | ClinicalTrials,diabetes,ClinicalTrials,https://clinicaltrials.gov/study/NCT00421733,treatment,2026-06-01 18:39:24.883
Determination of protein markers of inflammasome formation and ferroptosis in thyroid cancer based on gender.,"Papillary thyroid carcinoma (PTC) is the most common subtype of thyroid cancer, with a globally increasing incidence. The disease exhibits significant sex-related clinical and biological differences: while incidence is approximately three times higher in women, men face a greater risk of lymph node metastasis, recurrence, and mortality. This gender disparity may be associated with hormonal factors, particularly estrogens, which are known to modulate cellular proliferation, invasion, migration, and adhesion in thyroid tumor cells. However, the molecular pathways underlying these effects remain poorly understood. In this context, the hallmarks of cancer proposed by Hanahan-such as sustained proliferative signaling, evasion of cell death, and reprogramming of the tumor microenvironment-provide a valuable framework to investigate sex-based disparities. This study assessed, via immunohistochemistry, the expression of molecular markers related to ferroptosis (GPX4, ALOX5, ACSL4, TFRC), the NLRP3 inflammasome and its components (NLRP3, ASC, caspase-1, caspase-5, caspase-8, IL-1β, and IL-18), proliferation (IRS-4), and tumor suppression (KLOTHO) in PTC samples from 25 men and 25 women. Our results demonstrated increased expression of ferroptosis-related markers, components of the NLRP3 inflammasome, and IRS-4 in female-derived samples, whereas male samples exhibited higher KLOTHO expression levels. These findings support the hypothesis of a molecular basis for sexual dimorphism in PTC and highlight the need for further research with larger cohorts and mechanistic approaches to elucidate these pathways and their therapeutic potential.",Díaz-Pedrero Raúl | Fraile-Martinez Oscar | García-Montero Cielo | Boaru Diego Liviu | De Castro-Martinez Patricia | De Leon-Oliva Diego | López-Gonzalez Laura | García-González Beatriz | Pérez-González Isabel | Alhaddadin Majd N Michael | Barrena-Blázquez Silvestra | Ferrara-Coppola Connie | Villar-Carrillo Ana María | Gutierrez-Gonzalez Laura | Pascual-Casero Miguel | Mañez Félix | Giménez Tomás Ratia | Lasa-Unzúe Inmaculada | Alonso Manuel Díez | Gutiérrez-Calvo Alberto | Guijarro Luis G | Álvarez-Mon Melchor | Crecente Montserrat Chao | Saez Miguel A | Ortega Miguel A,2026-,Journal of Cancer,IRS-4 | KLOTHO | NLRP3 inflammasome | ferroptosis | papillary thyroid carcinoma (PTC) | digestive diseases | PubMed,digestive diseases,PubMed,https://pubmed.ncbi.nlm.nih.gov/42179791/,epidemiology,2026-06-01 19:19:07.459
Effect of a Food Supplement on Glycemic Parameters in Patients With Impaired Glucose Metabolism,"The primary objective will be to evaluate the efficacy of GlycoDual in reducing fasting plasma glucose (FPG) and post-prandial plasma glucose (PPG) levels compared to placebo after 90 days of treatment. Secondary objectives are to estimate: * the change of insulin sensitivity (HOMA-IR) * the change of uricemia after 90 days of supplementation compared to placebo. Safety objectives: Collection of the adverse events not related, related or possibly related to the study products.","Giuseppe Derosa, MD",2025-12-01,Fondazione IRCCS Policlinico San Matteo di Pavia,Impaired Fasting Glucose (IFG) | Impaired Glucose Tolerance (Prediabetes) | diabetes | ClinicalTrials,diabetes,ClinicalTrials,https://clinicaltrials.gov/study/NCT07263802,treatment,2026-06-01 18:39:13.633
Safety and Efficacy Extension Study of Daclizumab High Yield Process (DAC HYP) in Participants With Multiple Sclerosis Who Have Completed Study 205MS201 (NCT00390221) to Treat Relapsing-Remitting Multiple Sclerosis,The primary objective of the study was to assess the safety and immunogenicity of extended treatment with DAC HYP. This evaluation included the following major components: * An assessment of safety and immunogenicity of extended treatment with DAC HYP when administered to MS subjects who had completed 52 weeks of active therapy with DAC HYP in Study 201. * An assessment of safety and immunogenicity during a 6-month washout period from DAC HYP. * An assessment of safety and immunogenicity during reinitiation of therapy with DAC HYP after a 6-month washout period. * An assessment of safety and immunogenicity of DAC HYP when administered to MS subjects who previously received placebo during Study 201. The secondary objective is to assess the durability of the effect of DAC HYP on multiple sclerosis (MS) disease activity as measured by brain magnetic resonance imaging (MRI) scans and clinical MS relapses.,Biogen,2009-02,Biogen,Relapsing-Remitting Multiple Sclerosis | autoimmune diseases | ClinicalTrials,autoimmune diseases,ClinicalTrials,https://clinicaltrials.gov/study/NCT00870740,treatment,2026-06-01 18:44:15.735
Visual and optical outcomes of pupilloplasty in glued intrascleral intraocular lens eyes with irregular mydriatic pupils.,"The purpose of this paper is to evaluate the impact of pupilloplasty on visual outcomes and optical quality in eyes with irregular, persistently dilated pupils following glued intrascleral posterior chamber intraocular lens (IOL) implantation. Retrospective observational study. Fourteen eyes of fourteen patients presenting with persistent mydriasis and visual symptoms after glued intrascleral IOL fixation were analyzed. Single-pass four-throw pupilloplasty was performed in all cases except one, which required trifold pupilloplasty. Preoperative and 1-week postoperative evaluations included best-corrected visual acuity (BCVA), mesopic pupil diameter, and corneal wavefront parameters-optical path difference root mean square (OPD RMS), higher-order RMS (HO RMS), astigmatism RMS, coma, spherical aberration, and point spread function (PSF) Strehl ratio-measured using the Sirius Scheimpflug-Placido system. Subjective visual satisfaction was also assessed. Outcomes were assessed at 1 week postoperatively, representing early anatomical and optical stabilization following pupillary reconstruction. Mean BCVA improved significantly from 0.62 ± 0.31 to 0.23 ± 0.10 logMAR ( P < 0.001). Mesopic pupil size reduced from 6.18 ± 0.88 to 2.59 ± 0.21 mm ( P < 0.001). Significant postoperative reductions were observed in OPD RMS, HO RMS, astigmatism RMS, coma, and spherical aberration (all P ≤ 0.03). The PSF Strehl ratio increased more than threefold ( P < 0.001). All patients reported symptomatic improvement, with 85.7% rating postoperative vision as very good or excellent. No intraoperative or postoperative complications were noted. Pupilloplasty effectively reconstructs a near-physiologic pupil and leads to marked early improvement in visual acuity and optical quality in eyes with irregular mydriasis after glued intrascleral IOL implantation; however, longer follow-up studies are required to confirm long-term stability.",Rana Vipin | Tripathi Amit N | Kumar Santosh | Goenka Ranjit | Sharma Vijay K | Kaushik Jaya | Patra Vinod K,2026-May,Indian journal of ophthalmology,Glued intrascleral intraocular lens | higher-order aberrations | mydriatic pupil | pupilloplasty | eye diseases | PubMed,eye diseases,PubMed,https://pubmed.ncbi.nlm.nih.gov/42080721/,treatment,2026-06-01 19:17:50.695
A situation assessment of rehabilitation in Armenia,"This publication provides an overview of the rehabilitation landscape in Armenia as of 1 November 2022. It summarizes notable accomplishments, identifies requirements and highlights opportunities for improvement within the rehabilitation sector in Armenia. The assessment was carried out under the guidance of the Ministry of Health of Armenia, along with its Health Care Policy Department. Technical assistance was provided by the WHO Regional Office for Europe and the WHO Country Office in Armenia. The effort was a collaborative undertaking involving various government ministries, state entities, development partners, United Nations agencies, professional associations, organizations representing people with disabilities, service providers, and users benefiting from rehabilitation services.The approach taken was rooted in evidence, and it was tailored to suit the distinctive social, cultural, economic and political context of the country. It is important to note that the content of this document captures a specific moment in time and does not constitute a comprehensive analysis of the entire rehabilitation sector. The analysis primarily centres around aspects such as rehabilitation policy, governance, service delivery, financing, information management and human resources. The overarching objective is to enhance the availability and improve access to high-quality rehabilitation services in Armenia.",World Health Organization. Regional Office for Europe,2024-06-04,World Health Organization. Regional Office for Europe,alzheimer | WHO,alzheimer,WHO,https://iris.who.int/handle/10665/376953,basic_research,2026-06-01 19:29:50.437
Eye care by traditional healers [letter],Eye care by traditional healers [letter],"Parmar, R. S. | Tuli, R. | Chauhan, Anil | Kapila, Ashwani | Swami, H. M.",1996-12-31,WHO,eye diseases | WHO,eye diseases,WHO,https://iris.who.int/handle/10665/53968,basic_research,2026-06-01 19:30:40.375
Evaluation of the Animal Intervention Used as Therapy,"The animal-assisted therapy (AAT) is now considered a non-drug care and is often used in geriatrics. Many studies have shown a link between the presence of the animal and the psycho-behavioral symptoms decrease in dementia (PBSD) such as depression, anxiety or irritability that affects their quality of life and improved cognitive abilities. However, many methodological flaws in these researches exist. The aim of the study is to evaluate the effectiveness of AAT on the well-being of patients with Alzheimer disease (AD) at the stage of Major Neuro Cognitive Disorder (NCD) at short and medium term (before care, during care (at the beginning and end of each session), 1 week after, 2 weeks and 1 month after the last session) compared to a group receiving the same stimulation without the dog's response. Patients will be seen in groups of 4 to 6 people at 8 workshops. 2 groups will be formed: AAT group versus control group. The only difference between these two groups is the intervention of the dog at each workshop in the AAT group. Each workshop will consist of three identical times. It will begin with a 15 minute introductory activity, the first goal will be to establish a relationship with patients (patients-patients and patients-caregivers) and a 40 minute cognitive stimulation, identical in the 2 groups, will be proposed and finally 5 minutes will be devoted to the closing of the session This study should highlight a positive effect of animal assisted therapy on the well-being, PBSD, depression, anxiety and cognitive abilities and a long-term retention of these positive effects.","Pierre Krolak-Salmon, PU-PH | Solveig Relland",2016-03-02,Hospices Civils de Lyon,Alzheimer Disease | alzheimer | ClinicalTrials,alzheimer,ClinicalTrials,https://clinicaltrials.gov/study/NCT02829801,treatment,2026-06-01 18:40:08.181
"MCP-1 contributes to macrophage infiltration into adipose tissue, insulin resistance, and hepatic steatosis in obesity.","Adipocytes secrete a variety of bioactive molecules that affect the insulin sensitivity of other tissues. We now show that the abundance of monocyte chemoattractant protein-1 (MCP-1) mRNA in adipose tissue and the plasma concentration of MCP-1 were increased both in genetically obese diabetic (db/db) mice and in WT mice with obesity induced by a high-fat diet. Mice engineered to express an MCP-1 transgene in adipose tissue under the control of the aP2 gene promoter exhibited insulin resistance, macrophage infiltration into adipose tissue, and increased hepatic triglyceride content. Furthermore, insulin resistance, hepatic steatosis, and macrophage accumulation in adipose tissue induced by a high-fat diet were reduced extensively in MCP-1 homozygous KO mice compared with WT animals. Finally, acute expression of a dominant-negative mutant of MCP-1 ameliorated insulin resistance in db/db mice and in WT mice fed a high-fat diet. These findings suggest that an increase in MCP-1 expression in adipose tissue contributes to the macrophage infiltration into this tissue, insulin resistance, and hepatic steatosis associated with obesity in mice.",Hajime Kanda | Sanshiro Tateya | Yoshikazu Tamori | Ko Kotani | Ken-ichi Hiasa | Riko Kitazawa | Sohei Kitazawa | Hitoshi Miyachi | Sakan Maeda | Kensuke Egashira | Masato Kasuga,2006-05-11,Unknown,diabetes | Europe PMC,diabetes,Europe PMC,https://pubmed.ncbi.nlm.nih.gov/16691291/,basic_research,2026-06-01 18:46:43.379
Radiotherapy for Refractory Hidradenitis Suppurativa,"The goal of this clinical trial is to learn if high-dose radiotherapy can provide sustained disease relief in moderate to severe, treatment resistant Hidradenitis suppurativa patients; could include any of the following: any sex/gender, and those greater then 18 years old. The main question\[s\] it aims to answer are: Outcome measure 1: Will radiotherapy change the number of inflammatory nodules, abscesses, and draining sinus tracts in the treated axilla compared with the untreated axilla? Outcome measure 2: Will radiotherapy positively change a patient's quality of life, pain levels and symptom burden? Participants will receive radiotherapy to one axilla affected by hidradenitis suppurativa. The contralateral axilla will not receive radiotherapy and will continue receiving the standard treatment regimen. Participants will... * Attend a baseline dermatology skin evaluation, complete multiple surveys and an optional participation in a biopsy * Attend multiple radiation sessions over 5 weeks * Attend 2 follow up visits with dermatology for skin evaluation, complete follow up surveys, and an optional biopsy.","Gregory Alexander, MD | Sherry Yang, MD",2026-05-01,Thomas Jefferson University,Hidradenitis Suppurativa (HS) | infectious diseases | ClinicalTrials,infectious diseases,ClinicalTrials,https://clinicaltrials.gov/study/NCT07414550,treatment,2026-06-01 18:43:15.951
Dynamic regulation mechanisms of macrophages and advances in targeted therapy for corneal injury repair.,"Corneal injury is a major cause of visual impairment worldwide and involves a tightly regulated cascade of inflammation, tissue repair, and remodeling. This process typically progresses from an early inflammatory phase to proliferative repair and ultimately to stromal remodeling, with potential outcomes including corneal neovascularization and fibrosis that compromise transparency and vision. Accumulating evidence highlights macrophages as central regulators across these stages. In the early phase, pro-inflammatory (M1-like) macrophages mediate pathogen clearance and immune activation through cytokines such as IL-1β and TNF-α. During the reparative phase, a transition toward anti-inflammatory (M2-like) phenotypes facilitates epithelial regeneration, extracellular matrix remodeling, and resolution of inflammation. Dysregulation of this dynamic balance, however, contributes to chronic inflammation, pathological angiogenesis driven by hypoxia-inducible factor-vascular endothelial growth factor signaling, and TGF-β-mediated fibrotic remodeling. We summarize current understanding of macrophage-associated signaling networks in corneal injury, including pathways governing inflammation, angiogenesis, and fibrosis, and highlights emerging macrophage-targeted therapeutic strategies such as cytokine modulation, nanocarrier-based delivery, and gene editing approaches. Despite promising preclinical results, challenges including macrophage heterogeneity, temporal specificity, and translational safety remain. A deeper mechanistic understanding may enable the development of more precise immunomodulatory therapies to improve corneal repair and visual outcomes.",Li Yuan | Tao Yanxin | Wu Jingyi | He Yuan | Li Jianye | Li Yue | Wu Lingdan | Xiong Fen | Liao Hongfei | Xu Qihua | Wang Anan,2026-May,Survey of ophthalmology,Corneal injury | Corneal neovascularization | Immune regulation | Macrophage polarization | eye diseases | PubMed,eye diseases,PubMed,https://pubmed.ncbi.nlm.nih.gov/42086093/,treatment,2026-06-01 19:17:43.176
Efficacy of a Nurse Telephone Follow-up on Pain Intensity After Removal of Tonsils in Children,"The purpose of this study is to determine if a nurse telephone follow-up to parents of children who underwent a removal of their tonsils would be effective in reducing pain intensity, complications and resort to other healthcare services",St. Justine's Hospital,2010-05,St. Justine's Hospital,Pain | neurological diseases | ClinicalTrials,neurological diseases,ClinicalTrials,https://clinicaltrials.gov/study/NCT01568372,treatment,2026-06-01 18:41:39.799
Towards early detection of pancreatic cancer: The current status of cohort studies by the Diabetes-Pancreatic Ductal AdenoCarcinoma Working Group.,"The Diabetes-Pancreatic Ductal Adenocarcinoma Working Group (DM-PDAC WG) was formed within the Consortium for Study of Chronic Pancreatitis Diabetes and Pancreatic Cancer (CPDPC) to study the link between new-onset diabetes and pancreatic cancer. Its goals were to i) estimate the risk of PDAC in a prospectively assembled cohort of individuals with NOD identified at its glycemic onset (GNOD), ii) Establish a biobank of clinically annotated bio-specimens from GNOD subjects with pre-symptomatic PDAC and control new-onset type 2 DM, iii) Conduct Phase 3 validation studies of promising biomarkers for identification of occult PDAC in GNOD; iv) Provide a platform for development of a future interventional screening protocol for early detection of PDAC in NOD patients that incorporates imaging studies and clinical algorithms. The study identified >20,000 subjects with GNOD and assembled a biobank of serial blood samples in 2270 GNOD subjects. The risk of PDAC in GNOD and the distribution of lead time from GNOD to PDAC clinical diagnosis have been definitively defined in a cohort of 18,838 GNOD subjects identified during the course of the study. Ongoing biomarker and metabolomics studies will not only provide data on performance of tested biomarkers, but also an unprecedented repository of data on a large number of type 2 DM subjects. There are also ongoing studies on the ""science of NOD"" to understand its pathogenesis. Overall, the DM-PDAC Working Group has been successful in its mission to further our understanding of the link between diabetes pancreatic cancer.",Maitra Anirban | Chari Suresh T | Wu Bechien | Van Den Eeden Stephen K | Fisher William | Vege Santhi Swaroop | Rinaudo Jo Ann | Feng Ziding,2026-May,Pancreatology : official journal of the International Association of Pancreatology (IAP) ... [et al.],diabetes | PubMed,diabetes,PubMed,https://pubmed.ncbi.nlm.nih.gov/42203568/,diagnosis,2026-06-01 19:11:31.225
Risk factors and visual outcomes for postoperative optic neuropathy following pituitary adenoma surgery: a multicenter retrospective cohort study.,"Pituitary adenomas are common intracranial neoplasms and postoperative optic neuropathy (PON) is a severe and potentially irreversible complication of pituitary adenoma surgery. PON is a devastating complication of pituitary adenoma surgery, leading to irreversible visual loss in severe cases. This multicenter retrospective cohort study aimed to investigate the incidence, independent risk factors, and prognostic factors of PON after pituitary adenoma resection. We retrospectively analyzed clinical data of 2000 patients who underwent pituitary adenoma surgery at 5 tertiary hospitals between 2015 and 2023. Baseline characteristics, tumor imaging features, surgical details, postoperative complications, and follow-up data were collected. The overall incidence of PON was 3.2% (64 cases), with a significantly lower incidence in the transsphenoidal surgery group (2.5%, 42/1680) than in the craniotomy group (5.8%, 22/380; χ² = 4.12, p = 0.043). We observed that 82% of PON cases occurred within 24 h postoperatively, presenting as sudden visual acuity decline (65%) or visual field defect (35%). Micro-adenomas (< 1 cm) constituted ~ 8% of the cohort, however, they did not develop PON. Reoperation was not associated with PON risk (OR = 1.32, 95% CI: , p = 0.312). Hardy-Wilson Grade II/III + Type D (OR = 2.92, 95% CI = , p < 0.001) and Grade III/IV + Type E (OR = 2.56, 95% CI = , p = 0.014) as well as intraoperative cerebrospinal fluid (CSF) leakage (OR = 2.15, 95% CI: , p = 0.003) are independent risk factors for PON. Transsphenoidal surgery is associated with a lower risk of PON compared to craniotomy for pituitary adenomas. Hardy-Wilson Grade II/III + Type D and Grade III/IV + Type E as well as intraoperative CSF leakage are independent risk factors for PON.",Jiang Ruiyi | Liu Xingzhi | Lei Jun | Li Min | Richard Seidu A | Lan Zhigang,2026-May,Neurological sciences : official journal of the Italian Neurological Society and of the Italian Society of Clinical Neurophysiology,Multicenter study | Nomogram | Pituitary adenoma | Postoperative optic neuropathy | Risk factors | Visual outcome | eye diseases | PubMed,eye diseases,PubMed,https://pubmed.ncbi.nlm.nih.gov/42062532/,epidemiology,2026-06-01 19:17:56.937
Remodelling the extracellular matrix in development and disease.,"The extracellular matrix (ECM) is a highly dynamic structure that is present in all tissues and continuously undergoes controlled remodelling. This process involves quantitative and qualitative changes in the ECM, mediated by specific enzymes that are responsible for ECM degradation, such as metalloproteinases. The ECM interacts with cells to regulate diverse functions, including proliferation, migration and differentiation. ECM remodelling is crucial for regulating the morphogenesis of the intestine and lungs, as well as of the mammary and submandibular glands. Dysregulation of ECM composition, structure, stiffness and abundance contributes to several pathological conditions, such as fibrosis and invasive cancer. A better understanding of how the ECM regulates organ structure and function and of how ECM remodelling affects disease progression will contribute to the development of new therapeutics.",Caroline Bonnans | Jonathan Chou | Zena Werb,2014-12-01,Unknown,cancer | Europe PMC,cancer,Europe PMC,https://pubmed.ncbi.nlm.nih.gov/25415508/,basic_research,2026-06-01 18:46:05.427
Combination Therapy With Beta-Blockers and Angiotensin-Converting Enzyme Inhibitors for Cardiovascular Diseases: Focus on Bisoprolol/Ramipril.,"Patients with hypertension, especially when complicated by cardiovascular disease (CVD) and/or comorbidities, require long-term treatment with a combination of antihypertensive drugs, which often gives rise to complex drug regimens. Dual-agent combination antihypertensive therapy is recommended in most patients with hypertension, and where available, a fixed-dose single-pill combination (SPC) is recommended. The combination of antihypertensive drugs should take into account the patient's overall CVD risk profile (other CVD risk factors and diagnoses). The combination of a beta-blocker and angiotensin-converting enzyme inhibitor (ACEi) acts on two neuroendocrine systems implicated in the pathophysiology of hypertension and multiple CVD: beta-blockers on the sympathetic nervous system and ACEis on the renin-angiotensin system (RAS). A large body of solid evidence states that, in addition to their antihypertensive effects, both beta-blockers and ACEis provide cardioprotection and guarantee reductions in CV morbidity and mortality in patients with coronary artery disease (CAD), atrial fibrillation, and heart failure. For these reasons, such a combination might be beneficial for many patients. This review summarizes the evidence supporting the use of beta-blockers and ACEis, as well as the rationale behind their combined administration, particularly in patients with a high risk of CVD, such as those with ischemic heart disease, atrial fibrillation, or heart failure.",Virdis Agostino,2026-,Cardiovascular therapeutics,angiotensin-converting enzyme inhibitors | atrial fibrillation | beta-blockers | coronary artery disease | heart failure | hypertension | heart disease | PubMed,heart disease,PubMed,https://pubmed.ncbi.nlm.nih.gov/42200486/,epidemiology,2026-06-01 19:13:35.042
Modulation of Microbiota-Derived Bile Acids Linked to Symptom Amelioration in Crohn's Disease: Insights From a Randomized Clinical Trial With Xanthohumol Supplementation.,"Xanthohumol (XN), a dietary flavonoid from hops (Humulus lupulus), possesses anti-inflammatory and microbiome-modulatory properties with potential therapeutic benefits for Crohn's disease (CD). To investigate the effects of XN on the gut environment in CD, we conducted a randomized, placebo-controlled clinical trial-the XN Microbiome and Signature (XMaS) trial (NCT participants with clinically active CD completed the study. They were randomized to receive 24 mg/day of XN or placebo for 8 weeks, with clinical assessments at baseline and every 2 weeks. We assessed changes to Crohn's disease activity index (CDAI) scores, systemic inflammation, gut barrier function, profiling of microbial metabolism of XN, and gut microbiota composition and metabolism. Integration analysis of gut microbiota abundance, fecal metabolites, and inflammatory markers with CDAI scores revealed a pattern in which reductions in secondary bile acids and increases in IL-10 were associated with improved CDAI score in XN-treated individuals. These findings suggest that XN beneficially modulates the gut environment in CD by influencing microbial bile acid metabolism and host inflammatory response, thereby improving symptoms in individuals with severe innate immune activation.",Jamieson Paige E | Gu Inah | Reichart Nicholas J | Maier Claudia S | Ho Emily | Sharpton Thomas J | Metz Thomas O | Bradley Ryan | Stevens Jan F,2026-May,Molecular nutrition & food research,Crohn's disease | bile acids | gut microbiome | gut microbiota | inflammation | inflammatory bowel disease | natural product | polyphenol | randomized clinical trial | short‐chain fatty acids | digestive diseases | PubMed,digestive diseases,PubMed,https://pubmed.ncbi.nlm.nih.gov/42138225/,treatment,2026-06-01 19:19:47.175
"CONVICTION-CHIK study on the effect of convalescent plasma for mother-to-child Chikungunya infection: protocol for a multicentre, open label, single-arm, phase II trial.","Mother-to-child peripartum transmission of Chikungunya infection may induce severe illness with neonatal encephalitis/encephalopathy, leading to major neurological sequalae in offspring. There is not, at present, any licensed vaccine or treatment for Chikungunya virus (CHIKV) disease in pregnant women or neonates. However, there are a range of potential treatments, including passive immune therapies by hyperimmune antibodies or blood products, which warrant further investigation. Our study aims to determine whether the early administration of CHIKV convalescent plasma donor is effective in preventing several adverse outcomes in neonates exposed to maternal peripartum CHIKV infection. CONVICTION-CHIK is a multicentre, interventional, phase II, single-arm trial, that will be conducted in two French overseas departments in the Indian Ocean throughout 2026. Neonates with the following criteria will be included: (1) mother with a clinical and/or biological diagnosis of CHIKV infection occurring between day -2 and + 2 around delivery; (2) cared for in a 3rd level neonatal intensive care unit; (3) treatment administration possible within 12 h from diagnosis of maternal infection. The intervention consists in the transfusion of 25 mL/kg of ABO CHIKV convalescent plasma over 4 h. The primary endpoint is the proportion of newborn infants treated with CHIKV convalescent plasma who survive without encephalitis/encephalopathy in the first 5 days of life. This outcome will also be assessed in a parallel cohort of untreated newborn infants exposed to peripartum CHIKV infection. Secondary endpoints are clinical, biological, and brain imaging findings of neonatal CHIKV infection, in treated and untreated neonates. Based on an expected decrease in the primary endpoint from 25% to 3% in the intervention group, the required sample size is 30 treated neonates. A parallel cohort of 30 contemporaneous untreated neonates will be enrolled to provide exploratory context for the observed treatment effect. If successful, this research will expand the therapeutic arsenal for treating peripartum neonatal CHIKV infection, in addition to symptomatic management of organ failure. The results of this study will allow to consider the feasibility to implement the systematic collection of convalescent plasma following Chikungunya outbreaks, for the management of subsequent epidemics. NCT07190560 (registered 17 September 2025).",Iacobelli Silvia | Laperche Syria | Pasquet Armelle | Papa Kassim | Maccio Guillaume | Guinaud Julie | Abasse Soumeth | Bardou Marc | Ferdynus Cyril,2026-May,BMC pregnancy and childbirth,Alphavirus | Arboviruses | Critical illness | Encephalitis | Fever | Infant | Maternal labour | Neurologic manifestation | Pain | Vertical infection | neurological diseases | PubMed,neurological diseases,PubMed,https://pubmed.ncbi.nlm.nih.gov/42174470/,prevention,2026-06-01 19:14:32.844
Development and application of an intelligent management and home care system for geriatric diseases under the 'Internet Plus' model: big data-based risk prediction and personalized intervention.,"Under the ""Internet Plus"" model, this study aims to develop a proof‑of‑concept intelligent decision‑support system for elderly disease risk assessment, with a specific focus on Alzheimer's Disease (AD). The primary objective is to evaluate whether blood‑based transcriptomic biomarkers can be translated into an interpretable and scalable risk stratification framework suitable for home‑care and community health settings. Whole‑blood transcriptomic and associated clinical data were obtained from a publicly available microarray dataset comprising 329 individuals (144 AD, 104 MCI, and 81 cognitively normal controls). Transcriptomic features were used exclusively for model training, while clinical variables-including cognitive scores, frailty index, depression scores, and medication adherence-were used post hoc for risk annotation and alert simulation. Rigorous preprocessing and quality control were applied, followed by differential gene expression analysis using the limma framework and biologically informed biomarker selection. A Random Forest classifier trained on selected transcriptomic biomarkers achieved an accuracy of 91.2%, with sensitivity of 88.5% and specificity of 93.6% under stratified five‑fold cross‑validation. Model interpretability was supported through permutation‑based feature importance and SHAP analysis, enabling identification of key genes contributing to risk prediction. Based on probabilistic outputs, subjects were categorized into simplified alert states such as ""Alzheimer's Risk Flagged"" and ""Monitoring Recommended."" Although real‑time home monitoring data were not collected, the proposed system simulates how omics‑driven risk scores could be integrated into EMR‑compatible and IoT‑enabled care platforms. This study demonstrates a scalable and interpretable computational framework that bridges transcriptomic research and practical decision support, highlighting the potential of non‑invasive, individualized, and deployable risk assessment tools for elderly care, particularly in resource‑limited or home‑based environments.",Zhu Yan | Ru Yuejia | Xie Juan | Zuo Tian | Hong Xinjie | Wang Dongmei,2026-Dec,Health information science and systems,Alzheimer’s disease | Geriatric health | Intelligent home care | Machine learning | Risk prediction | Transcriptomics | alzheimer | PubMed,alzheimer,PubMed,https://pubmed.ncbi.nlm.nih.gov/42100765/,bioinformatics,2026-06-01 19:12:54.628
Recommendations for examining and interpreting funnel plot asymmetry in meta-analyses of randomised controlled trials.,Recommendations for examining and interpreting funnel plot asymmetry in meta-analyses of randomised controlled trials.,Jonathan A C Sterne | Alex J Sutton | John P A Ioannidis | Norma Terrin | David R Jones | Joseph Lau | James Carpenter | Gerta Rücker | Roger M Harbord | Christopher H Schmid | Jennifer Tetzlaff | Jonathan J Deeks | Jaime Peters | Petra Macaskill | Guido Schwarzer | Sue Duval | Douglas G Altman | David Moher | Julian P T Higgins,2011-07-22,Unknown,cancer | Europe PMC,cancer,Europe PMC,https://pubmed.ncbi.nlm.nih.gov/21784880/,review_meta,2026-06-01 18:45:56.843
